uid,text,type,type,readability,Analytic,adj,Affect
d_talbott_6.txt,,human_deceptive,deceptive,79.31999969,45.71,8.99,5.62
d_talbott_7.txt,,human_deceptive,deceptive,79.51300049,15.41,16.67,13.33
d_talbott_8.txt,,human_deceptive,deceptive,68.09400177,71.83,13.41,7.82
d_talbott_9.txt,,human_deceptive,deceptive,58.19400024,49.68,13.33,20
d_talbott_10.txt,,human_deceptive,deceptive,51.07600021,91.9,4.4,6.29
d_talbott_11.txt,,human_deceptive,deceptive,63.77899933,92.35,9.2,6.9
d_talbott_12.txt,,human_deceptive,deceptive,76.52899933,66.76,7.23,6.02
d_talbott_13.txt,,human_deceptive,deceptive,57.76100159,86.95,6.09,6.96
d_talbott_14.txt,,human_deceptive,deceptive,75.5510025,77.83,5.38,5.38
d_talbott_15.txt,,human_deceptive,deceptive,52.10499954,89.52,8,4
d_talbott_16.txt,,human_deceptive,deceptive,77.69499969,63.65,8.7,5.43
d_talbott_17.txt,,human_deceptive,deceptive,73.6210022,34.63,8.84,8.16
d_talbott_18.txt,,human_deceptive,deceptive,77.90699768,74.52,4.49,8.99
d_talbott_19.txt,,human_deceptive,deceptive,87.72000122,57.83,9.3,11.63
d_talbott_20.txt,,human_deceptive,deceptive,64.96299744,71.44,5.45,9.09
t_affinia_1.txt,,human_truthful,truthful,64.55400085,32.86,13.79,10.34
t_affinia_10.txt,,human_truthful,truthful,67.65899658,77.76,8.33,6.48
t_affinia_11.txt,,human_truthful,truthful,64.96399689,93.7,10,3.64
t_affinia_12.txt,,human_truthful,truthful,64.72499847,71.09,8.46,7.69
t_affinia_13.txt,,human_truthful,truthful,84.26399994,18.67,13.21,18.87
t_affinia_14.txt,,human_truthful,truthful,57.92699814,25.13,10.32,7.14
t_affinia_15.txt,,human_truthful,truthful,69.39199829,62.32,6.21,8.07
t_affinia_16.txt,,human_truthful,truthful,64.96499634,40.39,13.95,9.3
t_affinia_17.txt,,human_truthful,truthful,78.70200348,86.97,12.07,10.34
t_affinia_18.txt,,human_truthful,truthful,73.94300079,80.96,8.75,11.25
t_affinia_19.txt,,human_truthful,truthful,73.25499725,73.06,19.72,15.49
t_affinia_2.txt,,human_truthful,truthful,56.46900177,62.1,7.14,3.57
t_affinia_20.txt,,human_truthful,truthful,70.03900146,48.14,9.09,11.11
t_affinia_3.txt,,human_truthful,truthful,42.62900162,80.4,10.53,10.53
t_affinia_4.txt,,human_truthful,truthful,63.10200119,87.88,5.68,4.55
t_affinia_5.txt,,human_truthful,truthful,45.74300003,89.52,3.41,3.41
t_affinia_6.txt,,human_truthful,truthful,67.85299683,49.07,7.23,6.02
t_affinia_7.txt,,human_truthful,truthful,67.83899689,61.53,7.94,9.52
t_affinia_8.txt,,human_truthful,truthful,57.60499954,41.85,14.46,10.84
t_affinia_9.txt,,human_truthful,truthful,78.62599945,70.79,11.21,9.35
t_allegro_1.txt,,human_truthful,truthful,58.62099838,84.7,11.22,4.08
t_allegro_10.txt,,human_truthful,truthful,64.09300232,17.22,9.68,12.9
t_allegro_11.txt,,human_truthful,truthful,73.6780014,79.61,8.21,8.21
t_allegro_12.txt,,human_truthful,truthful,72.00299835,75.37,5.78,5.2
t_allegro_13.txt,,human_truthful,truthful,76.83599854,74.4,6.47,8.63
t_allegro_14.txt,,human_truthful,truthful,82.0530014,84.5,11.11,6.35
t_allegro_15.txt,,human_truthful,truthful,73,65.07,5.21,7.29
t_allegro_16.txt,,human_truthful,truthful,67.81300354,31.93,7.59,5.52
t_allegro_17.txt,,human_truthful,truthful,69.05200195,53.35,10,4.55
t_allegro_18.txt,,human_truthful,truthful,42.63299942,66.51,12.5,12.5
t_allegro_19.txt,,human_truthful,truthful,81.96900177,36.92,12.9,8.06
t_allegro_2.txt,,human_truthful,truthful,73.94300079,75.62,7.41,8.64
t_allegro_20.txt,,human_truthful,truthful,70.81400299,76.55,10.19,4.46
t_allegro_3.txt,,human_truthful,truthful,73.35199738,74.28,8.85,4.42
t_allegro_4.txt,,human_truthful,truthful,58,16.68,9.2,9.77
t_allegro_5.txt,,human_truthful,truthful,70.81400299,71.25,10.83,4.17
t_allegro_6.txt,,human_truthful,truthful,68.89700317,81.16,9.8,4.9
t_allegro_7.txt,,human_truthful,truthful,78.58300018,72.76,14.29,5.71
t_allegro_8.txt,,human_truthful,truthful,46.35699844,93.32,7.14,7.14
t_allegro_9.txt,,human_truthful,truthful,72.18800354,55.8,8.94,4.88
t_amalfi_1.txt,,human_truthful,truthful,75.64700317,69.8,6.25,4.17
t_amalfi_10.txt,,human_truthful,truthful,73.84700012,84.64,11.34,3.09
t_amalfi_11.txt,,human_truthful,truthful,71.13899994,30.31,8.76,8.76
t_amalfi_12.txt,,human_truthful,truthful,62.59500122,69.35,8.79,7.69
t_amalfi_13.txt,,human_truthful,truthful,86.95899963,31.41,8.2,8.2
t_amalfi_14.txt,,human_truthful,truthful,66.8259964,94.48,6.45,6.45
t_amalfi_15.txt,,human_truthful,truthful,68.1780014,73.93,13.51,16.22
t_amalfi_16.txt,,human_truthful,truthful,70.44999695,78.28,17.5,13.75
t_amalfi_17.txt,,human_truthful,truthful,73.5039978,87.89,8.3,5.66
t_amalfi_18.txt,,human_truthful,truthful,71.47899628,78.43,6.19,5.15
t_amalfi_19.txt,,human_truthful,truthful,56.16600037,88.23,8.11,11.71
t_amalfi_2.txt,,human_truthful,truthful,66.68299866,29.7,11.32,5.66
t_amalfi_20.txt,,human_truthful,truthful,55.77999878,90.35,12.5,8.13
t_amalfi_3.txt,,human_truthful,truthful,67.50299835,73.36,9.72,11.11
t_amalfi_4.txt,,human_truthful,truthful,78.41500092,82.15,13.24,10.29
t_amalfi_5.txt,,human_truthful,truthful,72.32499695,72.76,8.57,4.76
t_amalfi_6.txt,,human_truthful,truthful,42.62900162,12.09,8,13.33
t_amalfi_7.txt,,human_truthful,truthful,72.49199677,67.62,10.53,7.89
t_amalfi_8.txt,,human_truthful,truthful,87.46700287,60.93,7.74,3.87
t_amalfi_9.txt,,human_truthful,truthful,69.19200134,62.1,15.63,15.63
t_ambassador_1.txt,,human_truthful,truthful,66.4960022,49.82,8.75,5.83
t_ambassador_10.txt,,human_truthful,truthful,57.90000153,77.46,8.26,4.96
t_ambassador_11.txt,,human_truthful,truthful,62.88199997,82.28,10.14,8.7
t_ambassador_12.txt,,human_truthful,truthful,65.71299744,97.72,8.91,8.91
t_ambassador_13.txt,,human_truthful,truthful,66.8730011,93.3,9.68,10.75
t_ambassador_14.txt,,human_truthful,truthful,75.46499634,77.34,11.67,15
t_ambassador_15.txt,,human_truthful,truthful,76.34200287,72.12,8.82,7.84
t_ambassador_16.txt,,human_truthful,truthful,68.13400269,59.96,10.29,2.94
t_ambassador_17.txt,,human_truthful,truthful,84.50499725,77.34,7.78,4.44
t_ambassador_18.txt,,human_truthful,truthful,67.4509964,71.58,14.46,9.64
t_ambassador_19.txt,,human_truthful,truthful,79.98600006,64.73,5.26,3.86
t_ambassador_2.txt,,human_truthful,truthful,71.73300171,87.8,8.33,5.95
t_ambassador_20.txt,,human_truthful,truthful,71.47799683,61.92,7.54,6.03
t_ambassador_3.txt,,human_truthful,truthful,78.66899872,14.28,11.29,8.06
t_ambassador_4.txt,,human_truthful,truthful,64.3710022,48.44,9.76,14.63
t_ambassador_5.txt,,human_truthful,truthful,76.21499634,83.39,6.29,6.29
t_ambassador_6.txt,,human_truthful,truthful,74.52300262,84,11.49,9.2
t_ambassador_7.txt,,human_truthful,truthful,82.70700073,38.57,7.28,6.31
t_ambassador_8.txt,,human_truthful,truthful,71.30999756,75.88,15.33,8.76
t_ambassador_9.txt,,human_truthful,truthful,79.79699707,74.45,7.46,7.02
t_conrad_1.txt,,human_truthful,truthful,82.07900238,70.85,6.36,3.81
t_conrad_10.txt,,human_truthful,truthful,69.24500275,64.73,8.42,6.32
t_conrad_11.txt,,human_truthful,truthful,70.05599976,98.66,12.9,12.9
t_conrad_12.txt,,human_truthful,truthful,55.06499863,59.77,11.7,8.51
t_conrad_13.txt,,human_truthful,truthful,81.0759964,82.85,10.81,5.41
t_conrad_14.txt,,human_truthful,truthful,69.26499939,65.28,4.07,8.13
t_conrad_15.txt,,human_truthful,truthful,36.71500015,48.23,8.57,10.48
t_conrad_16.txt,,human_truthful,truthful,75.6230011,75.62,14.81,16.67
t_conrad_17.txt,,human_truthful,truthful,75.96199799,52.04,6.54,3.74
t_conrad_18.txt,,human_truthful,truthful,79.85299683,38.29,12.05,10.84
t_conrad_19.txt,,human_truthful,truthful,85.13800049,43.4,8.04,3.13
t_conrad_2.txt,,human_truthful,truthful,74.68399811,61.1,6.42,10.09
t_conrad_20.txt,,human_truthful,truthful,70.59899902,69.71,7.32,2.44
t_conrad_3.txt,,human_truthful,truthful,69.02500153,65.79,4,4.8
t_conrad_4.txt,,human_truthful,truthful,77.10299683,14.87,15.15,13.64
t_conrad_5.txt,,human_truthful,truthful,78.63999939,94.5,10.23,10.23
t_conrad_6.txt,,human_truthful,truthful,70.3769989,71.44,12.5,9.09
t_conrad_7.txt,,human_truthful,truthful,62.38299942,85.33,7.21,9.91
t_conrad_8.txt,,human_truthful,truthful,81.79799652,8.25,13.95,9.3
t_conrad_9.txt,,human_truthful,truthful,71.30799866,71.44,12.12,10.61
t_fairmont_1.txt,,human_truthful,truthful,71.19999695,51.31,12.1,10.48
t_fairmont_10.txt,,human_truthful,truthful,73.59400177,89.52,10.53,12.63
t_fairmont_11.txt,,human_truthful,truthful,81.71399689,21.46,14.29,7.94
t_fairmont_12.txt,,human_truthful,truthful,85.86000061,94.11,8.16,6.12
t_fairmont_13.txt,,human_truthful,truthful,65.47200012,82.55,6.32,4.21
t_fairmont_14.txt,,human_truthful,truthful,63.54299927,81.01,4.97,6.08
t_fairmont_15.txt,,human_truthful,truthful,66.5019989,75.68,8.05,4.7
t_fairmont_16.txt,,human_truthful,truthful,60.18399811,47.09,7.3,1.46
t_fairmont_17.txt,,human_truthful,truthful,72.57700348,96.73,5.19,6.49
t_fairmont_18.txt,,human_truthful,truthful,68.68499756,45.12,7.07,8.08
t_fairmont_19.txt,,human_truthful,truthful,79.97200012,55.8,10.98,10.98
t_fairmont_2.txt,,human_truthful,truthful,64.2519989,74.16,5.57,4.18
t_fairmont_20.txt,,human_truthful,truthful,69.39700317,80.07,8.43,4.82
t_fairmont_3.txt,,human_truthful,truthful,53.9659996,87.26,6.15,4.62
t_fairmont_4.txt,,human_truthful,truthful,59.2120018,88.23,8.11,6.31
t_fairmont_5.txt,,human_truthful,truthful,59.98899841,71.55,8.33,5.24
t_fairmont_6.txt,,human_truthful,truthful,63.10200119,92.32,11.36,9.09
t_fairmont_7.txt,,human_truthful,truthful,66.33300018,63.53,9.14,8
t_fairmont_8.txt,,human_truthful,truthful,61.66400146,79.69,7.2,5.6
t_fairmont_9.txt,,human_truthful,truthful,74.32099915,87.84,11.63,6.98
t_hardrock_1.txt,,human_truthful,truthful,81.84200287,73.93,7.09,5.07
t_hardrock_10.txt,,human_truthful,truthful,54.33200073,56.49,7.2,8.47
t_hardrock_11.txt,,human_truthful,truthful,80.3259964,53.84,12.94,10.59
t_hardrock_12.txt,,human_truthful,truthful,73.02799988,75.6,6.91,4.35
t_hardrock_13.txt,,human_truthful,truthful,73.54199982,41.62,14.52,11.29
t_hardrock_14.txt,,human_truthful,truthful,72.83100128,77.08,12.71,11.02
t_hardrock_15.txt,,human_truthful,truthful,29.52400017,70.79,10.28,9.35
t_hardrock_16.txt,,human_truthful,truthful,58.1629982,69.32,9.9,9.9
t_hardrock_17.txt,,human_truthful,truthful,73.00099945,89.52,7.5,5
t_hardrock_18.txt,,human_truthful,truthful,66.6269989,66.04,9.4,8.55
t_hardrock_19.txt,,human_truthful,truthful,84.70300293,88.16,10,8.57
t_hardrock_2.txt,,human_truthful,truthful,66.40599823,92.36,9.25,6.36
t_hardrock_20.txt,,human_truthful,truthful,71.13899994,83.1,3.92,3.92
t_hardrock_3.txt,,human_truthful,truthful,68.6190033,39.7,11.11,12.22
t_hardrock_4.txt,,human_truthful,truthful,77.54599762,73.5,11.26,7.28
t_hardrock_5.txt,,human_truthful,truthful,56.67699814,39.7,3.08,4.62
t_hardrock_6.txt,,human_truthful,truthful,72.66300201,96.63,4.35,5.43
t_hardrock_7.txt,,human_truthful,truthful,69.02700043,98.57,12.59,4.9
t_hardrock_8.txt,,human_truthful,truthful,69.95500183,57.51,9.38,9.38
t_hardrock_9.txt,,human_truthful,truthful,72.94999695,54.61,8.5,5.88
t_hilton_1.txt,,human_truthful,truthful,79.31099701,77.59,11.48,4.1
t_hilton_10.txt,,human_truthful,truthful,60.04399872,96.26,8.14,9.3
t_hilton_11.txt,,human_truthful,truthful,79.76799774,87.28,9.92,6.87
t_hilton_12.txt,,human_truthful,truthful,73.76300049,64.21,2.94,1.76
t_hilton_13.txt,,human_truthful,truthful,80.54699707,75.15,6.52,6.52
t_hilton_14.txt,,human_truthful,truthful,72.06999969,81.54,6.6,3.77
t_hilton_15.txt,,human_truthful,truthful,69.70200348,73.75,7.55,5.66
t_hilton_16.txt,,human_truthful,truthful,84.58999634,67.76,12.38,10.48
t_hilton_17.txt,,human_truthful,truthful,50.41600037,22.63,8.82,10.29
t_hilton_18.txt,,human_truthful,truthful,76.58699799,90.93,6.99,5.38
t_hilton_19.txt,,human_truthful,truthful,84.91600037,86.8,6.71,4.27
t_hilton_2.txt,,human_truthful,truthful,65.3030014,74.7,9.09,6.49
t_hilton_20.txt,,human_truthful,truthful,68.83000183,86.36,8.38,5.76
t_hilton_3.txt,,human_truthful,truthful,77.64199829,80.4,13.16,7.02
t_hilton_4.txt,,human_truthful,truthful,77.56900024,83.77,7.14,3.57
t_hilton_5.txt,,human_truthful,truthful,52.01900101,50.85,6.98,9.3
t_hilton_6.txt,,human_truthful,truthful,79.81700134,85.16,9.35,9.35
t_hilton_7.txt,,human_truthful,truthful,72.40899658,62.27,5.99,2.76
t_hilton_8.txt,,human_truthful,truthful,70.46199799,62.1,14.06,9.38
t_hilton_9.txt,,human_truthful,truthful,61.11500168,46.07,8.57,7.14
t_homewood_1.txt,,human_truthful,truthful,67.12200165,87.43,6.43,5
t_homewood_10.txt,,human_truthful,truthful,69.02500153,61.57,4.88,3.9
t_homewood_11.txt,,human_truthful,truthful,76.77899933,51.58,8.49,3.77
t_homewood_12.txt,,human_truthful,truthful,0,81.99,2.25,7.87
t_homewood_13.txt,,human_truthful,truthful,6.68900013,66.21,9.88,5.81
t_homewood_14.txt,,human_truthful,truthful,70.43099976,35.42,2.48,1.65
t_homewood_15.txt,,human_truthful,truthful,83.40599823,39.7,5.29,4.12
t_homewood_16.txt,,human_truthful,truthful,51.51399994,56.49,9.32,9.32
t_homewood_17.txt,,human_truthful,truthful,73.84799957,55.7,10.67,5.33
t_homewood_18.txt,,human_truthful,truthful,67.7539978,64.94,5.31,4.42
t_homewood_19.txt,,human_truthful,truthful,64.92299652,76.24,8.24,4.4
t_homewood_2.txt,,human_truthful,truthful,54.91999817,80.85,11.11,8.08
t_homewood_20.txt,,human_truthful,truthful,73.60500336,88.07,8.12,5.08
t_homewood_3.txt,,human_truthful,truthful,71.98400116,49.68,9.03,6.94
t_homewood_4.txt,,human_truthful,truthful,67.60399628,64.97,18.39,10.34
t_homewood_5.txt,,human_truthful,truthful,65.64099884,53.16,10.34,8.62
t_homewood_6.txt,,human_truthful,truthful,75.11599731,99,13.73,5.88
t_homewood_7.txt,,human_truthful,truthful,69.19499969,96.13,8.11,9.46
t_homewood_8.txt,,human_truthful,truthful,77.6190033,66.59,7.27,5.45
t_homewood_9.txt,,human_truthful,truthful,70.88700104,42.52,9.52,11.9
t_hyatt_1.txt,,human_truthful,truthful,71.26100159,78.6,8.14,5.34
t_hyatt_10.txt,,human_truthful,truthful,29.10199928,88.73,8.99,5.62
t_hyatt_11.txt,,human_truthful,truthful,80.48899841,53.56,6.29,6.29
t_hyatt_12.txt,,human_truthful,truthful,70.07499695,16.83,15.38,15.38
t_hyatt_13.txt,,human_truthful,truthful,77.39800262,60.04,13.21,9.43
t_hyatt_14.txt,,human_truthful,truthful,80.13600159,86.9,6.36,5.3
t_hyatt_15.txt,,human_truthful,truthful,83.9980011,89.52,9.09,6.82
t_hyatt_16.txt,,human_truthful,truthful,78.41500092,70.65,6.84,5.13
t_hyatt_17.txt,,human_truthful,truthful,74.93000031,41.36,6.94,6.94
t_hyatt_18.txt,,human_truthful,truthful,59.21099854,93.6,11.76,9.41
t_hyatt_19.txt,,human_truthful,truthful,86.1969986,81.89,14.77,11.36
t_hyatt_2.txt,,human_truthful,truthful,85.86000061,69.71,12.2,9.76
t_hyatt_20.txt,,human_truthful,truthful,63.40100098,71.33,9.62,3.85
t_hyatt_3.txt,,human_truthful,truthful,76.13200378,81.35,13.46,7.69
t_hyatt_4.txt,,human_truthful,truthful,86.01599884,45.12,8.44,4.87
t_hyatt_5.txt,,human_truthful,truthful,76.90899658,58.5,9.15,7.19
t_hyatt_6.txt,,human_truthful,truthful,65.25,94.5,13.64,4.55
t_hyatt_7.txt,,human_truthful,truthful,70.34500122,80.83,7.78,5.84
t_hyatt_8.txt,,human_truthful,truthful,58.8730011,89.52,6.76,5.41
t_hyatt_9.txt,,human_truthful,truthful,76.87599945,91.09,2.41,2.41
t_intercontinental_1.txt,,human_truthful,truthful,76.97699738,76.34,7.1,4.73
t_intercontinental_2.txt,,human_truthful,truthful,77.43199921,94.88,15,5
t_intercontinental_3.txt,,human_truthful,truthful,64.3010025,95.38,12.06,4.96
t_intercontinental_4.txt,,human_truthful,truthful,69.48400116,64.53,7.77,5.83
t_intercontinental_5.txt,,human_truthful,truthful,79.26100159,45.91,11.94,8.96
t_intercontinental_6.txt,,human_truthful,truthful,67.24700165,98.6,12.7,7.94
t_intercontinental_7.txt,,human_truthful,truthful,59.7859993,94.99,10.26,10.26
t_intercontinental_8.txt,,human_truthful,truthful,71.73100281,75.12,11.43,6.67
t_intercontinental_9.txt,,human_truthful,truthful,58.45299911,53.31,6.63,6.08
t_intercontinental_10.txt,,human_truthful,truthful,64.56500244,83.39,8.49,7.55
t_intercontinental_11.txt,,human_truthful,truthful,58.95700073,92.12,4.17,10.42
t_intercontinental_12.txt,,human_truthful,truthful,67.20500183,76.07,13.4,8.25
t_intercontinental_13.txt,,human_truthful,truthful,58.02600098,44.56,12.24,10.2
t_intercontinental_14.txt,,human_truthful,truthful,73.04299927,95.68,6.09,7.83
t_intercontinental_15.txt,,human_truthful,truthful,62.0870018,84.89,12.43,10.65
t_intercontinental_16.txt,,human_truthful,truthful,62.32099915,44.46,12.8,4.8
t_intercontinental_17.txt,,human_truthful,truthful,77.62000275,44.79,7.32,2.44
t_intercontinental_18.txt,,human_truthful,truthful,50.02399826,95.26,8.79,6.59
t_intercontinental_19.txt,,human_truthful,truthful,50.7519989,82.13,7.08,8.85
t_intercontinental_20.txt,,human_truthful,truthful,55.0340004,96.89,4.84,1.61
t_james_1.txt,,human_truthful,truthful,79.17700195,55.44,8.2,1.64
t_james_2.txt,,human_truthful,truthful,65.6780014,94.6,5.33,6.67
t_james_3.txt,,human_truthful,truthful,47.02899933,96.71,9.15,8.45
t_james_4.txt,,human_truthful,truthful,69.02600098,80.59,7.76,7.76
t_james_5.txt,,human_truthful,truthful,70.44599915,80.65,8.09,8.09
t_james_6.txt,,human_truthful,truthful,69.19300079,84.21,10,8.33
t_james_7.txt,,human_truthful,truthful,72.23999786,76.24,7.14,8.73
t_james_8.txt,,human_truthful,truthful,75.11699677,54.7,16.67,8.33
t_james_9.txt,,human_truthful,truthful,55.99700165,76.62,7.75,4.65
t_james_10.txt,,human_truthful,truthful,80.80799866,79.91,6.59,5.49
t_james_11.txt,,human_truthful,truthful,77.69000244,42.89,8.11,7.03
t_james_12.txt,,human_truthful,truthful,67.10199738,83.89,6.43,4.68
t_james_13.txt,,human_truthful,truthful,72.0019989,87.3,10.61,4.55
t_james_14.txt,,human_truthful,truthful,65.47200012,91.43,2.99,7.46
t_james_15.txt,,human_truthful,truthful,62.00299835,64.64,6.74,6.37
t_james_16.txt,,human_truthful,truthful,61.47900009,91.05,7.89,7.6
t_james_17.txt,,human_truthful,truthful,77.50099945,93.9,15.38,7.69
t_james_18.txt,,human_truthful,truthful,71.51399994,82.01,7.62,6.73
t_james_19.txt,,human_truthful,truthful,76.45300293,70.9,6.98,5.81
t_james_20.txt,,human_truthful,truthful,86.21700287,74.49,5.45,6.06
t_knickerbocker_1.txt,,human_truthful,truthful,69.82900238,54.12,11.2,8.8
t_knickerbocker_2.txt,,human_truthful,truthful,80.44499969,81.13,6.56,6.56
t_knickerbocker_3.txt,,human_truthful,truthful,76.12999725,23.64,2.74,2.74
t_knickerbocker_4.txt,,human_truthful,truthful,83.54299927,38.91,8.78,8.11
t_knickerbocker_5.txt,,human_truthful,truthful,56.06499863,86.19,6.59,9.89
t_knickerbocker_6.txt,,human_truthful,truthful,79.88700104,79.45,8.25,3.49
t_knickerbocker_7.txt,,human_truthful,truthful,75.41699982,58.02,7.94,3.57
t_knickerbocker_8.txt,,human_truthful,truthful,66.31600189,15.41,20.91,15.45
t_knickerbocker_9.txt,,human_truthful,truthful,76.32800293,58.54,9.68,5.65
t_knickerbocker_10.txt,,human_truthful,truthful,71.30899811,68.64,9.64,7.61
t_knickerbocker_11.txt,,human_truthful,truthful,61.25899887,87.73,6.17,7.41
t_knickerbocker_12.txt,,human_truthful,truthful,67.41699982,95.97,12.99,9.09
t_knickerbocker_13.txt,,human_truthful,truthful,73.50900269,88.25,9.82,6.25
t_knickerbocker_14.txt,,human_truthful,truthful,91.34100342,73.09,9.7,5.49
t_knickerbocker_15.txt,,human_truthful,truthful,78.83799744,81.45,5.95,5.95
t_knickerbocker_16.txt,,human_truthful,truthful,71.4240036,34.33,8.85,7.03
t_knickerbocker_17.txt,,human_truthful,truthful,75.68099976,90.98,7.78,6.11
t_knickerbocker_18.txt,,human_truthful,truthful,60.98799896,60.32,6.56,6.56
t_knickerbocker_19.txt,,human_truthful,truthful,73.10099792,51.97,13.64,6.82
t_knickerbocker_20.txt,,human_truthful,truthful,61.91899872,33.38,4.63,7.41
t_monaco_1.txt,,human_truthful,truthful,63.27199936,67.22,9.55,8.43
t_monaco_2.txt,,human_truthful,truthful,61.58000183,12.64,3.8,11.39
t_monaco_3.txt,,human_truthful,truthful,58.8730011,84.34,7.61,9.78
t_monaco_4.txt,,human_truthful,truthful,69.44799805,97.8,8.4,5.04
t_monaco_5.txt,,human_truthful,truthful,74.86199951,27.39,8.16,8.16
t_monaco_6.txt,,human_truthful,truthful,50.07500076,90.32,4.76,2.38
t_monaco_7.txt,,human_truthful,truthful,75.19999695,62.82,6.12,5.1
t_monaco_8.txt,,human_truthful,truthful,64.03500366,68.82,7.56,6.72
t_monaco_9.txt,,human_truthful,truthful,59.27199936,28.28,6.03,9.48
t_monaco_10.txt,,human_truthful,truthful,63.10400009,32.77,7.48,7.48
t_monaco_11.txt,,human_truthful,truthful,85.85900116,81.29,3.23,3.23
t_monaco_12.txt,,human_truthful,truthful,71.90000153,62.39,5.79,9.09
t_monaco_13.txt,,human_truthful,truthful,71.6969986,41.7,9.24,5.88
t_monaco_14.txt,,human_truthful,truthful,73.46600342,83.02,6.35,6.35
t_monaco_15.txt,,human_truthful,truthful,68.22899628,87.06,16.67,11.67
t_monaco_16.txt,,human_truthful,truthful,68.94000244,34.99,2.24,4.48
t_monaco_17.txt,,human_truthful,truthful,72.22599792,61.89,7.19,6.59
t_monaco_18.txt,,human_truthful,truthful,70.88600159,8.5,12,9.33
t_monaco_19.txt,,human_truthful,truthful,63.86399841,81.72,11.11,9.26
t_monaco_20.txt,,human_truthful,truthful,69.8710022,98.09,17.39,10.87
